"","voted","sex","age","unit","weight","race","educ"
"1589",1,1,"(49,59]",0,3250.0871,1,0
"1590",0,0,"(49,59]",0,3278.3278,1,0
"1591",1,1,"(29,39]",0,3007.2305,1,1
"1592",1,0,"(59,69]",0,3402.1141,2,0
"1593",1,1,"(29,39]",0,2616.6133,1,2
"1594",1,0,"(39,49]",0,2894.1619,1,2
"1595",1,0,"(69,79]",0,3078.3621,1,0
"1596",0,1,"(59,69]",0,4433.3097,2,0
"1597",1,0,"(29,39]",0,2710.01,1,1
"1598",0,1,"(29,39]",0,3031.7662,1,1
"1599",0,1,"(79,100]",0,3121.9774,1,0
"1600",0,0,"(49,59]",0,3455.6963,1,0
"1601",0,1,"(49,59]",0,3270.5907,1,2
"1602",1,0,"(39,49]",0,3282.0497,1,0
"1603",1,1,"(29,39]",0,2637.9621,1,2
"1604",1,1,"(69,79]",0,3092.856,1,1
"1605",1,0,"(69,79]",0,3103.4782,1,2
"1606",1,0,"(0,29]",0,3366.0726,1,1
"1607",1,1,"(0,29]",0,3502.1326,1,1
"1608",0,1,"(29,39]",0,2986.6144,1,0
"1609",0,0,"(0,29]",0,4949.6687,1,1
"1610",0,0,"(39,49]",0,3850.1687,1,0
"1611",1,0,"(69,79]",0,3364.6726,1,0
"1612",0,1,"(29,39]",0,2698.3286,1,2
"1613",0,0,"(29,39]",0,3941.8268,1,0
"1614",0,0,"(39,49]",0,3881.5819,1,0
"1615",0,1,"(79,100]",0,3133.8216,1,0
"1616",0,1,"(59,69]",0,3479.3186,2,0
"1617",NA,1,"(29,39]",0,3031.7662,1,2
"1618",NA,0,"(29,39]",0,2710.01,1,1
"1619",1,1,"(69,79]",0,3092.856,1,1
"1620",1,0,"(59,69]",0,3247.6321,1,0
"1621",1,0,"(49,59]",0,4411.9075,4,0
"1622",1,1,"(79,100]",0,3358.6553,1,0
"1623",1,1,"(69,79]",0,3330.866,1,1
"1624",NA,1,NA,0,3387.6656,1,2
"1625",NA,0,NA,0,3362.0142,1,0
"1626",1,1,"(59,69]",0,3406.149,1,1
"1627",1,1,"(79,100]",0,3169.7303,1,2
"1628",1,0,"(59,69]",0,3344.5962,1,2
"1629",1,1,"(59,69]",0,3184.5713,1,2
"1630",1,1,"(49,59]",0,4640.4803,2,0
"1631",0,0,"(0,29]",0,6549.1799,2,0
"1632",1,1,"(49,59]",0,3355.2828,1,2
"1633",1,0,"(69,79]",0,3787.7076,1,0
"1634",1,1,"(49,59]",0,3502.2252,1,0
"1635",1,1,"(59,69]",0,3496.5536,1,2
"1636",1,0,"(59,69]",0,3317.4189,1,2
"1637",1,0,"(69,79]",0,3256.8033,1,1
"1638",0,1,"(69,79]",0,3315.4776,1,0
"1639",0,1,"(29,39]",0,3085.1029,1,2
"1640",0,0,"(59,69]",0,3949.5292,1,0
"1641",0,1,"(39,49]",0,3203.856,1,0
"1642",0,0,"(0,29]",0,4703.7267,1,0
"1643",0,1,"(0,29]",0,3754.8421,1,1
"1644",0,1,"(59,69]",0,3674.3037,1,0
"1645",1,1,"(29,39]",0,4024.0996,1,2
"1646",0,0,"(0,29]",0,3522.0863,1,1
"1647",0,1,"(0,29]",0,3657.5692,1,2
"1648",1,1,"(59,69]",0,3115.1975,1,2
"1649",1,0,"(59,69]",0,3476.9564,1,2
"1650",NA,1,"(39,49]",0,3943.4809,1,1
"1651",NA,0,"(49,59]",0,3496.6584,1,0
"1652",NA,0,"(39,49]",0,2904.0923,1,0
"1653",NA,1,"(39,49]",0,3264.8993,3,2
"1654",NA,1,NA,0,2790.8749,1,2
"1655",NA,1,NA,0,2835.7369,1,2
"1656",1,1,"(39,49]",0,3659.2836,1,1
"1657",1,0,"(39,49]",0,4105.0311,1,0
"1658",0,1,"(29,39]",0,3002.4516,1,1
"1659",1,1,"(29,39]",0,2989.9651,1,2
"1660",1,0,"(29,39]",0,2976.8543,1,1
"1661",0,1,"(0,29]",0,3861.1438,1,1
"1662",1,0,"(79,100]",0,3239.8668,1,2
"1663",1,1,"(79,100]",0,3253.7197,1,2
"1664",0,1,"(0,29]",0,3862.145,3,0
"1665",1,0,"(49,59]",0,3617.1825,1,2
"1666",1,1,"(49,59]",0,3549.2479,1,1
"1667",0,0,"(0,29]",0,5180.969,1,0
"1668",0,1,"(79,100]",0,3543.5128,4,0
"1669",0,1,"(59,69]",0,3119.9682,1,0
"1670",1,0,"(69,79]",0,3717.1534,1,2
"1671",1,0,"(59,69]",0,4622.7789,2,0
"1672",0,1,"(0,29]",0,6590.2361,2,1
"1673",0,1,"(49,59]",0,4926.3708,2,0
"1674",1,1,"(0,29]",0,6796.2581,2,0
"1675",1,1,"(59,69]",0,3146.6472,1,2
"1676",1,1,"(59,69]",0,3146.6472,1,0
"1677",0,1,"(49,59]",0,3696.29,1,0
"1678",0,0,"(49,59]",0,3559.1043,1,0
"1679",1,1,"(79,100]",0,3280.2665,1,1
"1680",1,0,"(59,69]",0,3216.961,1,2
"1681",NA,1,NA,0,3641.9088,2,1
"1682",NA,0,NA,0,4357.8634,2,1
"1683",NA,1,"(49,59]",0,3549.2479,1,0
"1684",NA,0,"(49,59]",0,3650.9201,1,1
"1685",1,0,"(59,69]",0,3321.977,1,0
"1686",0,1,"(79,100]",0,3315.4776,1,0
"1687",0,0,"(79,100]",0,3301.3617,1,2
"1688",1,0,"(49,59]",0,3516.72,1,1
"1689",1,1,"(59,69]",0,3562.9207,1,0
"1690",1,0,"(69,79]",0,3492.4743,1,0
"1691",1,1,"(59,69]",0,3245.0168,1,0
"1692",1,1,"(39,49]",0,4976.9154,2,0
"1693",1,1,"(0,29]",0,10481.1019,2,1
"1694",0,1,"(29,39]",0,3121.576,1,2
"1695",0,1,"(0,29]",0,3493.0719,1,1
"1696",NA,1,"(0,29]",0,3627.9689,1,0
"1697",0,0,"(29,39]",0,2843.8961,1,0
"1698",NA,1,"(0,29]",0,4913.7988,1,2
"1699",1,0,"(39,49]",0,4061.4348,1,2
"1700",1,1,"(29,39]",0,3949.1421,1,1
"1701",1,0,"(59,69]",0,4366.2498,2,NA
"1702",1,1,"(59,69]",0,3973.1401,2,1
"1703",1,0,"(69,79]",0,3709.9848,2,1
"1704",1,1,"(0,29]",0,4808.5768,1,1
"1705",1,1,"(39,49]",0,4886.0656,2,2
"1706",1,0,"(39,49]",0,4977.3166,2,2
"1707",1,0,"(0,29]",0,6202.3063,2,0
"1708",1,1,"(39,49]",0,4291.7234,2,0
"1709",1,1,"(69,79]",0,3241.9232,1,0
"1710",1,1,"(29,39]",0,8099.9218,2,1
"1711",0,1,"(59,69]",0,4428.425,2,0
"1712",0,0,"(79,100]",0,3357.7583,1,1
"1713",0,1,"(69,79]",0,3155.7876,1,1
"1714",0,0,"(49,59]",0,3656.0101,1,0
"1715",0,0,"(69,79]",0,3229.6209,1,0
"1716",1,1,"(29,39]",0,4787.7899,2,1
"1717",1,1,"(59,69]",0,3451.9659,1,2
"1718",1,0,"(39,49]",0,3086.9077,1,1
"1719",NA,0,"(79,100]",0,3357.7583,1,1
"1720",NA,1,"(79,100]",0,3241.4223,1,0
"1721",NA,1,"(49,59]",0,3520.5242,1,1
"1722",0,1,"(69,79]",0,3519.6446,1,1
"1723",0,0,"(39,49]",0,4003.2968,4,0
"1724",0,1,"(29,39]",0,3352.3378,4,0
"1725",0,1,"(49,59]",0,3460.1747,1,0
"1726",1,1,"(69,79]",0,3121.7968,1,2
"1727",1,0,"(69,79]",0,3175.3765,1,2
"1728",1,1,"(49,59]",0,3502.2252,1,0
"1729",1,0,"(49,59]",0,4243.1942,1,1
"1730",1,1,"(69,79]",0,3169.7303,1,1
"1731",1,0,"(69,79]",0,3070.4844,1,1
"1732",0,1,"(69,79]",0,4097.3472,2,0
"1733",1,1,"(39,49]",0,3274.6934,1,2
"1734",1,0,"(49,59]",0,3545.1817,1,2
"1735",1,0,"(39,49]",0,4511.254,2,0
"1736",1,1,"(39,49]",0,4674.5529,2,1
"1737",NA,1,"(49,59]",0,3333.6434,1,0
"1738",NA,0,"(49,59]",0,4243.1942,1,0
"1739",0,1,"(0,29]",0,4808.5768,1,0
"1740",1,0,"(79,100]",0,3317.7718,1,0
"1741",0,1,"(39,49]",0,3377.0659,1,0
"1742",0,1,"(0,29]",0,3817.3101,1,0
"1743",0,0,"(49,59]",0,3656.0101,1,0
"1744",1,0,"(49,59]",0,3824.6697,2,1
"1745",0,0,"(59,69]",0,3440.0304,1,0
"1746",1,1,"(59,69]",0,3358.1866,1,2
"1747",1,0,"(59,69]",0,3164.4713,1,0
"1748",NA,1,"(79,100]",0,3143.1617,1,0
"1749",1,0,"(49,59]",0,3403.7546,1,2
"1750",1,1,"(39,49]",0,3838.7054,1,1
"1751",0,1,"(79,100]",0,3253.7197,1,0
"1752",0,1,"(59,69]",0,4926.3708,2,0
"1753",0,0,"(69,79]",0,4221.5946,2,0
"1754",0,0,"(29,39]",0,4170.3199,1,0
"1755",0,1,"(0,29]",0,3724.4546,1,0
"1756",NA,1,NA,0,4566.8651,2,0
"1757",NA,0,"(59,69]",0,3216.961,1,NA
"1758",NA,1,"(59,69]",0,3063.043,1,NA
"1759",NA,0,"(39,49]",0,3844.9237,1,NA
"1760",0,1,"(49,59]",0,4640.4803,2,1
"1761",0,1,"(79,100]",0,3229.894,1,0
"1762",NA,1,"(49,59]",0,3599.2869,1,1
"1763",NA,0,"(39,49]",0,3061.9257,1,0
"1764",0,0,"(29,39]",0,3376.3758,1,0
"1765",0,1,"(0,29]",0,3735.3682,1,2
"1766",0,1,"(69,79]",0,3342.5283,1,0
"1767",1,1,"(39,49]",0,3287.6058,4,2
"1768",1,0,"(49,59]",0,3677.9395,4,2
"1769",NA,1,NA,0,4674.5529,2,1
"1770",NA,0,NA,0,4747.1708,2,0
"1771",0,1,"(39,49]",0,4676.8952,2,1
"1772",0,1,"(0,29]",0,5150.4391,1,0
"1773",0,0,"(0,29]",0,4940.1936,1,0
"1774",0,1,"(69,79]",0,3121.7968,1,2
"1775",0,1,"(0,29]",0,4953.8901,1,0
"1776",1,0,"(29,39]",0,4092.6387,1,2
"1777",1,1,"(29,39]",0,2801.5649,1,2
"1778",0,1,"(29,39]",0,3121.576,1,2
"1779",0,0,"(29,39]",0,3319.2912,1,2
"1780",1,1,"(49,59]",0,3532.2424,1,2
"1781",1,0,"(59,69]",0,3243.9891,1,1
"1782",1,0,"(49,59]",0,4157.6385,2,2
"1783",NA,1,"(39,49]",0,5192.2858,2,1
"1784",1,0,"(29,39]",0,5019.9921,2,1
"1785",1,1,"(0,29]",0,3525.8965,1,1
"1786",1,0,"(79,100]",0,3385.154,1,1
"1787",1,1,"(69,79]",0,3181.5354,1,0
"1788",NA,0,"(29,39]",0,3903.4942,1,0
"1789",NA,1,"(29,39]",0,3185.5174,1,0
"1790",0,0,"(59,69]",0,3371.5558,1,2
"1791",0,0,"(39,49]",0,2880.5897,1,0
"1792",0,0,"(69,79]",0,3787.7076,1,NA
"1793",NA,0,NA,0,4558.1913,1,NA
"1794",1,0,"(39,49]",0,4161.3546,2,2
"1795",1,1,"(39,49]",0,4364.2266,2,2
"1796",0,1,"(0,29]",0,3886.897,4,1
"1797",1,0,"(29,39]",0,2952.7629,1,2
"1798",0,1,"(29,39]",0,3122.2853,1,1
"1799",0,1,"(29,39]",0,3207.5064,1,1
"1800",1,1,"(59,69]",0,3474.5789,2,1
"1801",0,1,"(29,39]",0,2634.3685,1,2
"1802",0,1,"(39,49]",0,3722.3388,1,0
"1803",0,1,"(0,29]",0,8683.7911,2,0
"1804",1,0,"(69,79]",0,3385.154,1,0
"1805",1,1,"(79,100]",0,3267.8688,1,0
"1806",1,0,"(59,69]",0,3216.961,1,1
"1807",1,1,"(49,59]",0,3266.1353,1,1
"1808",0,0,"(0,29]",0,5413.4114,3,0
"1809",0,1,"(0,29]",0,4496.6918,3,0
"1810",0,1,"(29,39]",0,2852.5892,1,0
"1811",1,0,"(39,49]",0,4937.0357,2,0
"1812",1,1,"(39,49]",0,4846.5232,2,1
"1813",1,0,"(0,29]",0,5537.8824,2,0
"1814",0,0,"(39,49]",0,3277.5787,1,1
"1815",0,1,"(49,59]",0,3272.1407,1,2
"1816",NA,0,"(0,29]",0,3389.0289,1,0
"1817",1,0,"(59,69]",0,3821.8938,1,2
"1818",1,1,"(59,69]",0,3378.8306,1,0
"1819",1,0,"(69,79]",0,3559.7102,1,2
"1820",1,1,"(59,69]",0,3674.3037,1,1
"1821",1,0,"(79,100]",0,3226.5749,1,1
"1822",1,1,"(69,79]",0,3629.6747,1,0
"1823",1,0,"(49,59]",0,3626.6587,1,2
"1824",1,1,"(49,59]",0,3766.4482,1,2
"1825",1,1,"(39,49]",0,3072.9209,1,2
"1826",NA,0,"(29,39]",0,3033.3571,1,0
"1827",NA,1,"(29,39]",0,3046.7168,1,2
"1828",1,0,"(59,69]",0,3926.2104,1,1
"1829",NA,1,"(49,59]",0,3530.7995,1,2
"1830",NA,0,"(0,29]",0,3635.8867,4,0
"1831",NA,1,"(0,29]",0,3452.4603,1,1
"1832",1,0,"(29,39]",0,3376.3758,1,0
"1833",1,1,"(29,39]",0,3180.8257,1,2
"1834",1,1,"(79,100]",0,3342.5283,1,0
"1835",1,1,"(0,29]",0,3559.3729,1,1
"1836",1,0,"(29,39]",0,3382.2937,1,2
"1837",0,1,"(49,59]",0,3696.29,1,1
"1838",0,0,"(49,59]",0,3559.1043,1,0
"1839",NA,0,NA,0,3878.4623,1,0
"1840",NA,1,NA,0,3271.5471,1,0
"1841",NA,1,NA,0,4087.3123,1,0
"1842",0,0,"(59,69]",0,6451.4779,3,0
"1843",0,1,"(59,69]",0,5208.5225,3,0
"1844",0,0,"(0,29]",0,5713.7433,1,1
"1845",1,1,"(39,49]",0,3689.1394,1,1
"1846",NA,1,"(0,29]",0,5135.8154,1,2
"1847",1,1,"(39,49]",0,3659.2836,1,0
"1848",1,0,"(69,79]",0,3252.9002,1,0
"1849",1,1,"(59,69]",0,3480.1302,1,0
"1850",1,1,"(79,100]",0,3612.4352,2,2
"1851",NA,1,"(29,39]",0,2989.9651,1,1
"1852",NA,1,"(49,59]",0,3465.0308,1,0
"1853",1,1,"(79,100]",0,3386.0583,1,0
"1854",1,0,"(49,59]",0,4697.2689,2,1
"1855",1,0,"(59,69]",0,3821.8938,1,0
"1856",1,1,"(59,69]",0,3691.3288,4,0
"1857",0,1,"(49,59]",0,4718.6686,2,2
"1858",0,1,"(0,29]",0,6851.7082,2,1
"1859",1,0,"(49,59]",0,4008.8594,2,1
"1860",1,1,"(49,59]",0,4718.6686,2,2
"1861",1,0,"(0,29]",0,4851.5558,2,0
"1862",0,0,"(29,39]",0,4205.934,2,2
"1863",1,1,"(39,49]",0,5346.8311,2,2
"1864",1,1,"(69,79]",0,3629.6747,1,0
"1865",1,0,"(69,79]",0,3226.5749,1,1
"1866",0,0,"(29,39]",0,4851.4124,1,0
"1867",0,1,"(29,39]",0,6461.9032,2,1
"1868",0,0,"(59,69]",0,3875.9607,1,0
"1869",1,1,"(59,69]",0,3378.8306,1,0
"1870",1,1,"(39,49]",0,3274.6934,1,2
"1871",1,0,"(49,59]",0,3851.55,4,0
"1872",1,1,"(39,49]",0,3943.4809,1,1
"1873",NA,1,"(0,29]",0,3657.5692,1,1
"1874",NA,0,"(0,29]",0,3522.0863,1,2
"1875",NA,1,"(0,29]",0,6050.5189,2,1
"1876",0,1,"(39,49]",0,3943.4809,1,2
"1877",1,1,"(39,49]",0,3169.8304,1,2
"1878",0,0,"(39,49]",0,2849.9973,1,1
"1879",0,1,"(0,29]",0,3724.4546,1,0
"1880",0,1,"(29,39]",0,6230.1028,2,2
"1881",0,1,"(0,29]",0,6713.063,2,0
"1882",NA,1,"(39,49]",0,3692.2143,1,2
"1883",NA,0,"(39,49]",0,2890.2193,1,1
"1884",0,0,"(39,49]",0,3795.1638,1,1
"1885",0,1,"(79,100]",0,3342.5283,1,0
"1886",1,0,"(39,49]",0,4030.0888,1,1
"1887",1,1,"(39,49]",0,3341.2008,1,1
"1888",0,1,"(0,29]",0,3315.6814,1,0
"1889",0,0,"(0,29]",0,5180.969,1,1
"1890",1,0,"(29,39]",0,3376.3758,1,1
"1891",1,1,"(39,49]",0,2835.7369,1,1
"1892",1,0,"(49,59]",0,4102.3445,1,2
"1893",0,0,"(39,49]",0,4682.6049,1,0
"1894",0,0,"(0,29]",0,5667.5026,1,0
"1895",0,1,"(69,79]",0,3330.866,1,0
"1896",0,0,"(0,29]",0,3523.4909,1,1
"1897",0,1,"(0,29]",0,3493.0719,1,0
"1898",NA,0,"(29,39]",0,5524.4914,3,0
"1899",NA,0,"(29,39]",0,5111.9213,3,0
"1900",1,1,"(79,100]",0,3117.7245,1,0
"1901",NA,1,NA,0,3641.9088,2,NA
"1902",NA,0,"(69,79]",0,3503.6906,2,2
"1903",0,1,"(29,39]",0,3096.3134,1,0
"1904",0,1,"(0,29]",0,7956.2627,2,1
"1905",1,0,"(29,39]",0,4596.4304,1,0
"1906",1,1,"(29,39]",0,3991.533,1,0
"1907",0,1,"(29,39]",0,4024.0996,1,0
"1908",0,0,"(0,29]",0,4933.3665,1,0
"1909",1,0,"(0,29]",0,5033.962,1,0
"1910",1,1,"(29,39]",0,4476.6008,1,1
"1911",NA,0,"(29,39]",0,3376.3758,1,2
"1912",NA,1,"(39,49]",0,2835.7369,1,2
"1913",0,1,"(0,29]",0,4808.5768,NA,2
"1914",NA,1,"(39,49]",0,3219.4275,1,1
"1915",NA,0,"(39,49]",0,2880.5897,1,0
"1916",NA,0,"(0,29]",0,3119.997,1,0
"1917",1,1,"(69,79]",0,3801.7338,2,0
"1918",1,0,"(69,79]",0,4221.5946,2,0
"1919",0,0,"(49,59]",0,3855.8749,2,0
"1920",1,0,"(29,39]",0,4799.8894,1,1
"1921",1,1,"(29,39]",0,4393.2145,1,1
"1922",1,0,"(29,39]",0,4596.4304,1,1
"1923",1,1,"(69,79]",0,3200.713,1,1
"1924",1,0,"(69,79]",0,3768.3722,1,0
"1925",0,1,"(79,100]",0,4318.3056,2,0
"1926",1,1,"(49,59]",0,3271.5471,1,1
"1927",0,0,"(49,59]",0,3878.4623,1,0
"1928",0,0,"(0,29]",0,3592.8237,1,1
"1929",0,1,"(0,29]",0,5197.1307,3,1
"1930",NA,0,"(59,69]",0,3019.0776,1,2
"1931",1,1,"(79,100]",0,3169.7303,1,0
"1932",1,1,"(49,59]",0,3398.2412,1,NA
"1933",0,1,"(49,59]",0,3401.9651,1,0
"1934",0,0,"(49,59]",0,3431.5256,1,1
"1935",0,1,"(39,49]",0,3185.2366,1,0
"1936",0,0,"(49,59]",0,3910.1064,1,2
"1937",1,1,"(39,49]",0,3203.856,1,0
"1938",1,0,"(39,49]",0,3974.5616,1,1
"1939",1,1,"(69,79]",0,3256.8409,1,2
"1940",1,0,"(69,79]",0,3624.5651,1,2
"1941",1,1,"(69,79]",0,4153.5121,2,1
"1942",1,0,"(69,79]",0,3397.4795,2,2
"1943",NA,1,NA,0,2705.4471,NA,NA
"1944",NA,0,NA,0,3425.4074,NA,NA
"1945",1,0,"(59,69]",0,3308.7533,1,2
"1946",0,0,"(39,49]",0,2880.5897,1,1
"1947",1,0,"(59,69]",0,3875.9607,1,1
"1948",0,0,"(59,69]",0,4585.3672,2,0
"1949",0,1,"(79,100]",0,3188.9537,1,2
"1950",1,1,"(59,69]",0,3245.0168,1,2
"1951",NA,1,NA,0,3887.2861,4,0
"1952",0,1,"(69,79]",0,3035.3577,1,0
"1953",0,1,"(29,39]",0,5888.7143,2,0
"1954",0,1,"(29,39]",0,5923.0034,2,NA
"1955",0,0,"(0,29]",0,4942.926,1,2
"1956",0,1,"(69,79]",0,3519.6446,1,0
"1957",1,0,"(59,69]",0,3048.8395,4,1
"1958",1,1,"(59,69]",0,3611.512,1,0
"1959",0,0,"(49,59]",0,4025.9295,1,1
"1960",NA,1,"(59,69]",0,3471.0541,1,2
"1961",NA,0,"(69,79]",0,3570.2702,2,0
"1962",NA,0,NA,0,4157.6385,2,2
"1963",NA,1,NA,0,5192.2858,2,2
"1964",1,1,"(59,69]",0,3331.0091,1,1
"1965",0,0,"(59,69]",0,3243.9891,1,1
"1966",1,1,"(59,69]",0,3101.2892,1,1
"1967",1,1,"(39,49]",0,3106.7342,1,2
"1968",1,0,"(39,49]",0,3854.0766,1,2
"1969",NA,0,"(59,69]",0,3894.436,1,0
"1970",NA,1,"(49,59]",0,3502.2252,1,0
"1971",NA,0,"(0,29]",0,3493.5825,1,0
"1972",NA,1,NA,0,3181.5484,1,NA
"1973",1,0,"(59,69]",0,3894.436,1,1
"1974",1,1,"(59,69]",0,3080.4283,1,0
"1975",0,1,"(59,69]",0,2987.0481,NA,1
"1976",1,1,"(29,39]",0,3085.1029,NA,1
"1977",1,1,"(39,49]",0,3109.9565,1,2
"1978",1,0,"(39,49]",0,3724.4707,1,1
"1979",1,1,"(59,69]",0,3258.3868,1,2
"1980",NA,0,"(49,59]",0,3275.5023,1,NA
"1981",NA,1,"(49,59]",0,3599.2869,1,NA
"1982",NA,1,NA,0,3462.7422,1,0
"1983",0,0,"(39,49]",0,4073.3486,1,1
"1984",1,0,"(39,49]",0,4558.1913,1,2
"1985",1,1,"(69,79]",0,3200.713,1,1
"1986",NA,0,"(39,49]",0,2904.0923,1,1
"1987",0,1,"(49,59]",0,3532.2424,1,1
"1988",0,0,"(49,59]",0,3214.489,1,0
"1989",0,1,"(29,39]",0,8034.37,2,1
"1990",1,1,"(59,69]",0,3057.1702,1,2
"1991",1,0,"(59,69]",0,3073.3105,1,2
"1992",1,1,"(49,59]",0,3298.2394,1,NA
"1993",0,0,"(49,59]",0,3496.6584,1,1
"1994",0,1,"(39,49]",0,3213.6952,1,0
"1995",1,1,"(39,49]",0,4676.8952,2,1
"1996",0,0,"(39,49]",0,4459.4888,2,0
"1997",0,1,"(0,29]",0,3848.4552,1,1
"1998",0,1,"(39,49]",0,3404.6191,1,1
"1999",1,1,"(49,59]",0,3766.4482,1,2
"2000",1,0,"(49,59]",0,3626.6587,1,2
"2001",0,1,"(0,29]",0,3525.8965,1,0
"2002",0,1,"(69,79]",0,3174.8099,1,0
"2003",NA,1,"(49,59]",0,3466.5369,1,0
"2004",NA,0,"(49,59]",0,3302.2269,1,0
"2005",0,1,"(79,100]",0,3358.6553,1,1
"2006",0,0,"(59,69]",0,4142.8378,1,1
"2007",0,1,"(29,39]",0,3155.0836,1,1
"2008",0,0,"(29,39]",0,3354.9211,1,2
"2009",1,1,"(29,39]",0,4749.0428,2,2
"2010",1,1,"(59,69]",0,3347.3228,1,2
"2011",1,0,"(59,69]",0,3321.977,1,2
"2012",1,1,"(29,39]",0,3159.7373,1,1
"2013",1,0,"(39,49]",0,3795.1638,1,1
"2014",NA,NA,NA,1,NA,NA,NA
"2015",NA,NA,NA,1,NA,NA,NA
"2016",NA,NA,NA,1,NA,NA,NA
"2017",NA,NA,NA,1,NA,NA,NA
"2018",NA,NA,NA,1,NA,NA,NA
"2019",NA,NA,NA,1,NA,NA,NA
"2020",NA,NA,NA,1,NA,NA,NA
"2021",NA,NA,NA,1,NA,NA,NA
"2022",NA,NA,NA,1,NA,NA,NA
"2023",NA,NA,NA,1,NA,NA,NA
"2024",NA,NA,NA,1,NA,NA,NA
"2025",NA,NA,NA,1,NA,NA,NA
"2026",NA,NA,NA,1,NA,NA,NA
"2027",NA,NA,NA,1,NA,NA,NA
"2028",NA,NA,NA,1,NA,NA,NA
"2029",NA,NA,NA,1,NA,NA,NA
"2030",NA,NA,NA,1,NA,NA,NA
"2031",NA,NA,NA,1,NA,NA,NA
"2032",NA,NA,NA,1,NA,NA,NA
"2033",NA,NA,NA,1,NA,NA,NA
"2034",NA,NA,NA,1,NA,NA,NA
"2035",NA,NA,NA,1,NA,NA,NA
"2036",NA,NA,NA,1,NA,NA,NA
"2037",NA,NA,NA,1,NA,NA,NA
"2038",NA,NA,NA,1,NA,NA,NA
"2039",NA,NA,NA,1,NA,NA,NA
"2040",NA,NA,NA,1,NA,NA,NA
"2041",NA,NA,NA,1,NA,NA,NA
"2042",NA,NA,NA,1,NA,NA,NA
"2043",NA,NA,NA,1,NA,NA,NA
"2044",NA,NA,NA,1,NA,NA,NA
"2045",NA,NA,NA,1,NA,NA,NA
"2046",NA,NA,NA,1,NA,NA,NA
"2047",NA,NA,NA,1,NA,NA,NA
"2048",NA,NA,NA,1,NA,NA,NA
"2049",NA,NA,NA,1,NA,NA,NA
"2050",NA,NA,NA,1,NA,NA,NA
"2051",NA,NA,NA,1,NA,NA,NA
"2052",NA,NA,NA,1,NA,NA,NA
"2053",NA,NA,NA,1,NA,NA,NA
"2054",NA,NA,NA,1,NA,NA,NA
"2055",NA,NA,NA,1,NA,NA,NA
"2056",NA,NA,NA,1,NA,NA,NA
"2057",NA,NA,NA,1,NA,NA,NA
"2058",NA,NA,NA,1,NA,NA,NA
"2059",NA,NA,NA,1,NA,NA,NA
"2060",NA,NA,NA,1,NA,NA,NA
"2061",NA,NA,NA,1,NA,NA,NA
"2062",NA,NA,NA,1,NA,NA,NA
"2063",NA,NA,NA,1,NA,NA,NA
"2064",NA,NA,NA,1,NA,NA,NA
"2065",NA,NA,NA,1,NA,NA,NA
"2066",NA,NA,NA,1,NA,NA,NA
"2067",NA,NA,NA,1,NA,NA,NA
"2068",NA,NA,NA,1,NA,NA,NA
"2069",NA,NA,NA,1,NA,NA,NA
"2070",NA,NA,NA,1,NA,NA,NA
"2071",NA,NA,NA,1,NA,NA,NA
"2072",NA,NA,NA,1,NA,NA,NA
"2073",NA,NA,NA,1,NA,NA,NA
"2074",NA,NA,NA,1,NA,NA,NA
"2075",NA,NA,NA,1,NA,NA,NA
"2076",NA,NA,NA,1,NA,NA,NA
"2077",NA,NA,NA,1,NA,NA,NA
"2078",NA,NA,NA,1,NA,NA,NA
"2079",NA,NA,NA,1,NA,NA,NA
"2080",NA,NA,NA,1,NA,NA,NA
"2081",NA,NA,NA,1,NA,NA,NA
"2082",NA,NA,NA,1,NA,NA,NA
"2083",NA,NA,NA,1,NA,NA,NA
"2084",NA,NA,NA,1,NA,NA,NA
"2085",NA,NA,NA,1,NA,NA,NA
"2086",NA,NA,NA,1,NA,NA,NA
"2087",NA,NA,NA,1,NA,NA,NA
"2088",NA,NA,NA,1,NA,NA,NA
"2089",NA,NA,NA,1,NA,NA,NA
"2090",NA,NA,NA,1,NA,NA,NA
"2091",NA,NA,NA,1,NA,NA,NA
"2092",NA,NA,NA,1,NA,NA,NA
"2093",NA,NA,NA,1,NA,NA,NA
"2094",NA,NA,NA,1,NA,NA,NA
"2095",NA,NA,NA,1,NA,NA,NA
"2096",NA,NA,NA,1,NA,NA,NA
"2097",NA,NA,NA,1,NA,NA,NA
"2098",NA,NA,NA,1,NA,NA,NA
"2099",NA,NA,NA,1,NA,NA,NA
"2100",NA,NA,NA,1,NA,NA,NA
"2101",NA,NA,NA,1,NA,NA,NA
"2102",NA,NA,NA,1,NA,NA,NA
"2103",NA,NA,NA,1,NA,NA,NA
"2104",NA,NA,NA,1,NA,NA,NA
"2105",NA,NA,NA,1,NA,NA,NA
"2106",NA,NA,NA,1,NA,NA,NA
"2107",NA,NA,NA,1,NA,NA,NA
"2108",NA,NA,NA,1,NA,NA,NA
"2109",NA,NA,NA,1,NA,NA,NA
"2110",NA,NA,NA,1,NA,NA,NA
"2111",NA,NA,NA,1,NA,NA,NA
"2112",NA,NA,NA,1,NA,NA,NA
"2113",NA,NA,NA,1,NA,NA,NA
"2114",NA,NA,NA,1,NA,NA,NA
"2115",NA,NA,NA,1,NA,NA,NA
"2116",NA,NA,NA,1,NA,NA,NA
"2117",NA,NA,NA,1,NA,NA,NA
"2118",NA,NA,NA,1,NA,NA,NA
